,회사코드,36beta
0,5930,1.2485073574366374
1,660,1.036820945659678
2,207940,0.9899799141746034
3,35420,0.49717470323919094
4,6400,1.2403139307578757
5,5380,1.3631409978378988
6,35720,1.0378780225119668
7,51910,1.5967689726069436
8,270,1.7104848506325423
9,5490,1.3334962198248048
10,105560,0.7370843315549624
11,28260,1.103094947826996
12,55550,0.6826791171321652
13,68270,0.6632177459523904
14,96770,2.0540108307606206
15,12330,1.0187250369911391
16,34730,1.4348315682391382
17,66570,1.9265995259887183
18,15760,1.167447818317907
19,11200,1.7659815838732469
20,86790,1.2589393154920727
21,32830,1.543275317197766
22,17670,1.046938031913485
23,34020,2.2778860405949537
24,10950,1.2797973418711632
25,9150,1.5570347102417739
26,3550,1.1157616159799664
27,33780,0.4961123389645579
28,18260,0.6714417017576487
29,10130,0.7399538443096634
30,51900,0.8491238227717233
31,3490,1.4917648249289555
32,3670,1.5681497049110602
33,810,1.1584496753195612
34,36570,0.2590942310727137
35,30200,0.8857143734450317
36,90430,0.9862902042808173
37,11070,1.3379956328620477
38,24110,0.9674753561958234
39,86280,0.9729230408551766
40,11170,0.5441363278884451
41,97950,1.2393072986980649
42,9540,1.5689783309271148
43,34220,1.5687012201745694
44,9830,1.4294082868496192
45,18880,1.4142899566561318
46,35250,1.1379072495541227
47,32640,0.976163275083484
48,11790,1.9466527124530986
49,4020,1.7726114151328092
50,21240,0.9269475140484906
51,28050,1.2949796765225345
52,60,0.87460976117263
53,10140,1.8084734856673184
54,6800,1.2255968244143238
55,47810,1.1380263788379223
56,720,1.5965402897501195
57,11780,0.7970212661010695
58,5830,1.045517731448507
59,161390,1.5507087354578892
60,78930,0.7263250137269751
61,100,0.7229678916307072
62,28670,1.3606663741539047
63,138040,0.03484843790913655
64,20150,1.4265633666357183
65,3410,0.6856916405680817
66,8560,1.02646647005044
67,36460,1.287246751646411
68,71050,0.951164775696557
69,180640,-1.227001712583256
70,29780,0.6472224229313641
71,241560,1.330609984481016
72,2790,1.2544469878096558
73,4990,2.26992565225688
74,128940,1.2421232879692008
75,139480,0.6997851234905584
76,990,2.026362206260521
77,5940,0.9525616178294591
78,16360,0.9550385014558219
79,10620,2.5019961042510337
80,8930,2.046257805586264
81,6360,1.6387302719756647
82,8770,1.1759254158848376
83,2380,1.8586470997458098
84,120,0.1700415328383477
85,14680,1.3918046394234216
86,23530,1.610781690545488
87,30000,0.7580985039017398
88,47050,1.2271740127138917
89,1450,0.4655113491402816
90,7070,1.0054926950769554
91,12750,0.35595202688763355
92,52690,1.2407489596142236
93,138930,1.1147749515872842
94,204320,2.0804666884856604
95,26960,0.8245814000534744
96,47040,2.0541051339905585
97,4170,1.1489720548295934
98,12450,1.347714433899842
99,80,0.41650329072130726
100,1440,2.1993922942757593
101,10060,2.2678814638563316
102,1040,1.4819978651315249
103,88350,2.222640236765493
104,93370,0.8447695611607949
105,111770,1.084433754670912
106,39490,0.9520871653541381
107,42660,2.117521217704666
108,6280,0.8753502101389037
109,880,1.8271197779953783
110,4000,1.232632509108068
111,6260,1.8471372697139803
112,112610,3.0891785207857536
113,64350,1.5777861898983143
114,69620,2.1633901136435854
115,81660,1.4317717046193585
116,69960,1.276971658114354
117,120110,1.1182223206262556
118,175330,0.5249090783320641
119,3090,2.7377349266109037
120,4800,0.42906165689273174
121,11210,2.2419696649616747
122,16380,1.929171621682954
123,79550,1.6493828559591064
124,19170,-0.018372886185985836
125,51600,0.8406851401152519
126,4370,0.20671655190195665
127,5300,1.6747215460405833
128,7310,0.6903013059175649
129,9240,1.6810772206824318
130,14820,1.6852249409655662
131,1230,1.8979470222556862
132,5070,2.2449152582377985
133,1120,2.244557860692465
134,139130,1.0828367190625088
135,178920,1.3372108155031168
136,17800,0.7145682443299711
137,20560,1.4295213715186725
138,42700,2.4984461996890044
139,5850,1.029297975405201
140,10120,1.4953357236075737
141,10780,1.9378382406609538
142,150,1.8386161176650528
143,210,0.587101650404106
144,240,1.3820997794417997
145,3690,0.7185071624014131
146,73240,0.7831079737676557
147,181710,0.6773538932653201
148,195870,1.636780214477248
149,249420,0.9156536198018951
150,18670,0.7770315322517254
151,31430,0.7038578640673199
152,42670,1.4790303036818444
153,12510,0.2972265670222048
154,670,1.0737574562025207
155,1740,0.8303997851704766
156,3240,1.4018877158115561
157,79160,2.060572220164099
158,82640,1.5925277072265462
159,89590,1.821860417929741
160,105630,1.7573357423422638
161,161890,1.079433651101049
162,185750,1.6174002596766015
163,214320,0.7352904389958452
164,241590,1.0558037394203643
165,14830,1.1514889785989155
166,16710,0.2583284132354498
167,17390,0.6144682326339336
168,20000,1.2744277456023345
169,32350,1.6349877333214433
170,34120,1.6871650276123586
171,39130,1.4744897254211202
172,69260,0.8820378581557478
173,5250,1.8024553292159617
