201701월,201702월,201703월,201704월,201705월,201706월,201707월,201708월,201709월,201710월,201711월,201712월,201801월,201802월,201803월,201804월,201805월,201806월,201807월,201808월,201809월,201810월,201811월,201812월,201901월,201902월,201903월,201904월,201905월,201906월,201907월,201908월,201909월,201910월,201911월,201912월,202001월,202002월,202003월,202004월,202005월,202006월,202007월,202008월,202009월,202010월,202011월,202012월,202101월,202102월,202103월,202104월,202105월,202106월,202107월,202108월,202109월,202110월,202111월,202112월,202201월,202202월,202203월,202204월
"2,067.57","2,091.64","2,160.23","2,205.44","2,347.38","2,391.79","2,402.71","2,363.19","2,394.47","2,523.43","2,476.37","2,467.49","2,566.46","2,427.36","2,445.85","2,515.38","2,423.01","2,326.13","2,295.26","2,322.88","2,343.07","2,029.69","2,096.86","2,041.04","2,204.85","2,195.44","2,140.67","2,203.59","2,041.74","2,130.62","2,024.55","1,967.79","2,063.05","2,083.48","2,087.96","2,197.67","2,119.01","1,987.01","1,754.64","1,947.56","2,029.60","2,108.33","2,249.37","2,326.17","2,327.89","2,267.15","2,591.34","2,873.47","2,976.21","3,012.95","3,061.42","3,147.86","3,203.92","3,296.68","3,202.32","3,199.27","3,068.82","2,970.68","2,839.01","2,977.65","2,663.34","2,699.18","2,757.65","2,695.05"
