Date,CAPM 기대수익률,포트폴리오분산,샤프지수,코스피200수익률
2010-05-01,-6.364890609031536,0.0010745738228116251,-1.9502882130143153,-5.970607589383626
2010-06-01,3.0803696995844287,0.002460200684369898,0.6156687125533233,3.037230568256044
2010-07-01,3.8568408023333367,0.002060489573086445,0.8443457436000301,3.803486529318545
2010-08-01,-1.0432819603730743,0.0018183789522865697,-0.249538040190224,-1.0643402399127533
2010-09-01,6.942767496040758,0.0016443535226823524,1.7065814860722182,7.1160883558925905
2010-10-01,0.012485624609551847,0.0017961940405551771,-0.0013754219412693244,0.012348219798319349
2010-11-01,2.720859771626654,0.0016331940905696886,0.6677062282829891,2.7409663346777524
2010-12-01,8.42963182909039,0.00147876004169644,2.1858208068693448,8.632430700208316
2011-01-01,0.6826196415229382,0.0017044756127336557,0.16010028407781451,0.7116781592241717
2011-02-01,-5.875445802572095,0.001585650827083013,-1.480718493648663,-6.1364967779730435
2011-03-01,8.315048182281991,0.0019359237858457775,1.8841467439616049,8.780621001716327
2011-04-01,3.8022043663370524,0.0020916993343999446,0.8273491316716339,4.130957076774111
2011-05-01,-2.432869721530951,0.0019697438534635476,-0.5515453537708039,-2.6275009470023036
2011-06-01,-2.484679174401919,0.001974251543392229,-0.5627628188030206,-2.6842551987551144
2011-07-01,0.6638788943358186,0.001966663918216379,0.14594589269039243,0.7050187157030097
2011-08-01,-11.657088394030923,0.0018628601428200301,-2.7027767633685054,-12.612320017321643
2011-09-01,-4.227778932413555,0.002643590203950849,-0.8243771827362986,-4.852163858605884
2011-10-01,7.513912153228639,0.002637399098862056,1.4611679329618925,8.450154073173909
2011-11-01,-2.2267041414744275,0.002724602699013702,-0.4285049898284565,-3.4776692812550025
2011-12-01,-0.8745339788782661,0.0026456575469731088,-0.17196695768216333,-1.2894398606907331
2012-01-01,5.194106801920992,0.0025429110451438233,1.0278721025618938,7.904905913978477
2012-02-01,2.579069385811362,0.002515108110980125,0.5112738000474968,3.982094200077868
2012-03-01,-0.13964977473777246,0.0024245874822926964,-0.031573724564271044,-0.20589226219444037
2012-04-01,-0.5384326284022137,0.0023363438652271957,-0.11483925237186526,-0.8365218696076093
