Date,CAPM 기대수익률,포트폴리오분산,샤프지수,코스피200수익률
2010-05-01,-4.433981659513108,0.00045371568222089944,-2.0949035879239193,-5.970607589383626
2010-06-01,2.1749856849740477,0.0011162978334933462,0.6430083646223184,3.037230568256044
2010-07-01,2.70793766695083,0.000944055534801469,0.8734778023205105,3.803486529318545
2010-08-01,-0.7690330890569341,0.0008402849997823552,-0.27247536441422915,-1.0643402399127533
2010-09-01,5.209053784349523,0.0007615656249328742,1.879436023852973,7.116088355892591
2010-10-01,0.014040920322020107,0.0008782981272284185,-0.001442144398888344,0.012348219798319349
2010-11-01,1.9730171402168017,0.0007984235461157041,0.6903022545800123,2.7409663346777524
2010-12-01,6.41010662802261,0.0007238397794933031,2.373590462761238,8.632430700208316
2011-01-01,0.53692836073747,0.0008749698472632823,0.17420196085987688,0.7116781592241717
2011-02-01,-4.55210501250553,0.0008132966246795469,-1.6034986463999326,-6.1364967779730435
2011-03-01,6.5526716223096715,0.001023698230729755,2.0402087470088364,8.780621001716327
2011-04-01,3.04306242115324,0.0011423677497772126,0.8949240231098279,4.130957076774111
2011-05-01,-1.9777572824158094,0.0010800297481668901,-0.6063646184277943,-2.6275009470023036
2011-06-01,-2.039479551842759,0.001089588714037206,-0.6226496336029802,-2.6842551987551144
2011-07-01,0.516400051077921,0.0010918669650795453,0.15124003181564902,0.7050187157030097
2011-08-01,-9.229170634945223,0.001033805968334879,-2.872995468346397,-12.612320017321643
2011-09-01,-3.7137399464161445,0.0015188899408062017,-0.9556802660707119,-4.852163858605884
2011-10-01,6.588013001167242,0.001532474746757655,1.6803448800524023,8.450154073173909
2011-11-01,-2.9084156881238696,0.0016326069488624782,-0.722279873093872,-3.4776692812550025
2011-12-01,-1.0482068950771766,0.0016150179333545773,-0.2633174598364483,-1.2894398606907331
2012-01-01,6.4950183831712796,0.0015552874313460824,1.6441843167277645,7.904905913978477
2012-02-01,3.320017006799492,0.001635358052058579,0.8172762829546331,3.982094200077868
2012-03-01,-0.179888663587566,0.0015957681054569461,-0.04899188941754965,-0.20589226219444035
2012-04-01,-0.7465572671130074,0.0015381738589424878,-0.1945989915121494,-0.8365218696076093
2012-05-01,-6.977675882604528,0.0014896606189396771,-1.8117528895384145,-7.679213164365429
2012-06-01,0.328700172556883,0.0016412947378145752,0.0768192414999475,0.3482892849825836
2012-07-01,1.9770951244268,0.0015847571777253195,0.4932982810946899,2.1151490404246687
2012-08-01,0.19568902684777473,0.0015394180666941989,0.04647980528122864,0.19193857965451588
