,년,코스피 수익률,코스피 분산
28,2022,1.01148308247,0.0031275005023945097
29,2022,1.0109,0.0031056844483835972
30,2022,0.997,0.0018465309518997729
31,2022,0.98,0.0018432900113525847
32,2022,0.995,0.0017931830165231685
33,2022,1.009,0.0015911513740565924
34,2022,0.902,0.0015754127720685755
